,byVariable,estimate,outlet,ppgid,randomEffVariable,region
0,store32357.0,-0.7546401883700228,GR,115,(0 + logregprice) | store,US
1401,store40370.0,0.0,GR,115,(0 + featuredisplay) | store,US
1402,store40370.0,0.0,GR,115,(0 + featureonly) | store,US
1403,store40370.0,0.03546962445265569,GR,115,(0 + logseason) | store,US
1404,store42612.0,-0.3273693666370411,GR,115,(0 + logregprice) | store,US
1405,store42612.0,0.01436510932546237,GR,115,(0 + logpriceindex) | store,US
1406,store42612.0,0.0,GR,115,(0 + displayonly) | store,US
1407,store42612.0,0.0,GR,115,(0 + featuredisplay) | store,US
1408,store42612.0,0.0,GR,115,(0 + featureonly) | store,US
1409,store42612.0,-0.0010642869284441365,GR,115,(0 + logseason) | store,US
1410,store42623.0,1.1311192860998713,GR,115,(0 + logregprice) | store,US
1411,store42623.0,-0.08565313783128727,GR,115,(0 + logpriceindex) | store,US
1412,store42623.0,0.0,GR,115,(0 + displayonly) | store,US
1413,store42623.0,0.0,GR,115,(0 + featuredisplay) | store,US
1414,store42623.0,0.0,GR,115,(0 + featureonly) | store,US
1415,store42623.0,-0.014283214714912519,GR,115,(0 + logseason) | store,US
1416,store46062.0,0.18391651946218804,GR,115,(0 + logregprice) | store,US
1417,store46062.0,-1.162542857718642,GR,115,(0 + logpriceindex) | store,US
1418,store46062.0,-0.12518956075086596,GR,115,(0 + displayonly) | store,US
1419,store46062.0,0.0,GR,115,(0 + featuredisplay) | store,US
1420,store46062.0,0.2237834047051508,GR,115,(0 + featureonly) | store,US
1421,store46062.0,0.06461016724224812,GR,115,(0 + logseason) | store,US
1422,store46520.0,0.5369945081882488,GR,115,(0 + logregprice) | store,US
1423,store46520.0,0.19601979059387878,GR,115,(0 + logpriceindex) | store,US
1424,store46520.0,-0.04188619009439456,GR,115,(0 + displayonly) | store,US
1425,store46520.0,0.0,GR,115,(0 + featuredisplay) | store,US
1426,store46520.0,-0.06805134587952073,GR,115,(0 + featureonly) | store,US
1427,store46520.0,-0.08957551338609308,GR,115,(0 + logseason) | store,US
1428,store84667.0,0.7568481410073772,GR,115,(0 + logregprice) | store,US
1429,store84667.0,-0.48159568667249203,GR,115,(0 + logpriceindex) | store,US
1430,store84667.0,0.0,GR,115,(0 + displayonly) | store,US
1431,store84667.0,0.0,GR,115,(0 + featuredisplay) | store,US
1432,store84667.0,0.3703557798061263,GR,115,(0 + featureonly) | store,US
1433,store84667.0,0.10234704897760316,GR,115,(0 + logseason) | store,US
1434,store128061.0,-0.43852274587802476,GR,115,(0 + logregprice) | store,US
1435,store128061.0,0.48335556557105314,GR,115,(0 + logpriceindex) | store,US
1436,store128061.0,0.0,GR,115,(0 + displayonly) | store,US
1437,store128061.0,0.0,GR,115,(0 + featuredisplay) | store,US
1438,store128061.0,-0.17382338730941402,GR,115,(0 + featureonly) | store,US
1439,store128061.0,0.03220328521222095,GR,115,(0 + logseason) | store,US
1440,store46125.0,-0.6621853094393639,GR,115,(0 + logregprice) | store,US
1441,store46125.0,0.05093890144727661,GR,115,(0 + logpriceindex) | store,US
1442,store46125.0,0.0,GR,115,(0 + displayonly) | store,US
1443,store46125.0,0.0,GR,115,(0 + featuredisplay) | store,US
1444,store46125.0,-0.05895158929668916,GR,115,(0 + featureonly) | store,US
1445,store46125.0,-0.08215963017241278,GR,115,(0 + logseason) | store,US
1446,store46907.0,1.3747109936623185,GR,115,(0 + logregprice) | store,US
1447,store46907.0,0.15762072012168454,GR,115,(0 + logpriceindex) | store,US
1448,store46907.0,0.08930887544894849,GR,115,(0 + displayonly) | store,US
1449,store46907.0,0.0,GR,115,(0 + featuredisplay) | store,US
1450,store46907.0,-0.22612096017625458,GR,115,(0 + featureonly) | store,US
1451,store46907.0,-0.04086989991697053,GR,115,(0 + logseason) | store,US
1452,store40156.0,0.0,GR,115,(0 + logregprice) | store,US
1453,store40156.0,0.2767994834727986,GR,115,(0 + logpriceindex) | store,US
1454,store40156.0,0.0006257494038811592,GR,115,(0 + displayonly) | store,US
1455,store40156.0,0.0,GR,115,(0 + featuredisplay) | store,US
1456,store40156.0,0.0,GR,115,(0 + featureonly) | store,US
1457,store40156.0,0.000201725978595362,GR,115,(0 + logseason) | store,US
1458,store57684.0,1.4863126238067244,GR,115,(0 + logregprice) | store,US
1459,store57684.0,0.0,GR,115,(0 + logpriceindex) | store,US
1460,store57684.0,0.0,GR,115,(0 + displayonly) | store,US
1461,store57684.0,0.0,GR,115,(0 + featuredisplay) | store,US
1462,store57684.0,0.0,GR,115,(0 + featureonly) | store,US
1463,store57684.0,0.11045885204843814,GR,115,(0 + logseason) | store,US
1464,store47158.0,-0.15486040619875857,GR,115,(0 + logregprice) | store,US
1465,store47158.0,0.38001362917150633,GR,115,(0 + logpriceindex) | store,US
1466,store47158.0,0.0,GR,115,(0 + displayonly) | store,US
1467,store47158.0,0.0,GR,115,(0 + featuredisplay) | store,US
1468,store47158.0,0.0,GR,115,(0 + featureonly) | store,US
1469,store47158.0,-0.11594621160242445,GR,115,(0 + logseason) | store,US
1470,store49417.0,0.07910059068137561,GR,115,(0 + logregprice) | store,US
1471,store49417.0,0.0,GR,115,(0 + logpriceindex) | store,US
1472,store49417.0,0.0,GR,115,(0 + displayonly) | store,US
1473,store49417.0,0.0,GR,115,(0 + featuredisplay) | store,US
1474,store49417.0,0.0,GR,115,(0 + featureonly) | store,US
1475,store49417.0,-0.05223639969908133,GR,115,(0 + logseason) | store,US
1476,store46527.0,0.7482445708591801,GR,115,(0 + logregprice) | store,US
1477,store46527.0,0.5956167865069348,GR,115,(0 + logpriceindex) | store,US
1478,store46527.0,-0.00830806863600631,GR,115,(0 + displayonly) | store,US
1479,store46527.0,0.0,GR,115,(0 + featuredisplay) | store,US
1480,store46527.0,-0.28719328711963,GR,115,(0 + featureonly) | store,US
1481,store46527.0,0.04262938098026825,GR,115,(0 + logseason) | store,US
1482,store81879.0,-0.6946415404371918,GR,115,(0 + logregprice) | store,US
1483,store81879.0,-0.014556132199668979,GR,115,(0 + logpriceindex) | store,US
1484,store81879.0,0.035787765789396436,GR,115,(0 + displayonly) | store,US
1485,store81879.0,0.0,GR,115,(0 + featuredisplay) | store,US
1486,store81879.0,0.18263546446779183,GR,115,(0 + featureonly) | store,US
1487,store81879.0,-0.0555482662440685,GR,115,(0 + logseason) | store,US
1488,store163204.0,0.0,GR,115,(0 + logregprice) | store,US
1489,store163204.0,0.7490892012090454,GR,115,(0 + logpriceindex) | store,US
1490,store163204.0,0.0,GR,115,(0 + displayonly) | store,US
1491,store163204.0,0.0,GR,115,(0 + featuredisplay) | store,US
1492,store163204.0,-0.1884049419221688,GR,115,(0 + featureonly) | store,US
1493,store163204.0,0.014322231813553328,GR,115,(0 + logseason) | store,US
1494,store128097.0,0.4891687603643583,GR,115,(0 + logregprice) | store,US
1495,store128097.0,-0.05549260911634779,GR,115,(0 + logpriceindex) | store,US
1496,store128097.0,0.0,GR,115,(0 + displayonly) | store,US
1497,store128097.0,0.0,GR,115,(0 + featuredisplay) | store,US
1498,store128097.0,0.13281636146121148,GR,115,(0 + featureonly) | store,US
1499,store128097.0,-0.117627192817717,GR,115,(0 + logseason) | store,US
1500,store48005.0,-0.5691570507708219,GR,115,(0 + logregprice) | store,US
1501,store48005.0,0.22723975691871767,GR,115,(0 + logpriceindex) | store,US
1502,store48005.0,0.0002616073038482811,GR,115,(0 + displayonly) | store,US
1503,store48005.0,0.0,GR,115,(0 + featuredisplay) | store,US
1504,store48005.0,0.11351546516042475,GR,115,(0 + featureonly) | store,US
1505,store48005.0,0.08133931812659016,GR,115,(0 + logseason) | store,US
1506,store84696.0,0.0,GR,115,(0 + logregprice) | store,US
1507,store84696.0,-0.770671474456569,GR,115,(0 + logpriceindex) | store,US
1508,store84696.0,0.0,GR,115,(0 + displayonly) | store,US
1509,store84696.0,0.0,GR,115,(0 + featuredisplay) | store,US
1510,store84696.0,0.45843114965821563,GR,115,(0 + featureonly) | store,US
1511,store84696.0,-0.007094122925663819,GR,115,(0 + logseason) | store,US
1512,store46541.0,-0.3392451303355059,GR,115,(0 + logregprice) | store,US
1513,store46541.0,0.8268889571093828,GR,115,(0 + logpriceindex) | store,US
1514,store46541.0,-0.016842726685764517,GR,115,(0 + displayonly) | store,US
1515,store46541.0,0.0,GR,115,(0 + featuredisplay) | store,US
1516,store46541.0,-0.043183125844181325,GR,115,(0 + featureonly) | store,US
1517,store46541.0,-0.004102661801794961,GR,115,(0 + logseason) | store,US
1518,store49487.0,-1.1217941356092385,GR,115,(0 + logregprice) | store,US
1519,store49487.0,0.0,GR,115,(0 + logpriceindex) | store,US
1520,store49487.0,0.0,GR,115,(0 + displayonly) | store,US
1521,store49487.0,0.0,GR,115,(0 + featuredisplay) | store,US
1522,store49487.0,0.0,GR,115,(0 + featureonly) | store,US
1523,store49487.0,0.06104320046493924,GR,115,(0 + logseason) | store,US
1524,store102035.0,0.0,GR,115,(0 + logregprice) | store,US
1525,store102035.0,0.0,GR,115,(0 + logpriceindex) | store,US
1526,store102035.0,0.0,GR,115,(0 + displayonly) | store,US
1527,store102035.0,0.0,GR,115,(0 + featuredisplay) | store,US
1528,store102035.0,0.0,GR,115,(0 + featureonly) | store,US
1529,store102035.0,0.051486497322807176,GR,115,(0 + logseason) | store,US
1530,store56882.0,0.11047848036714718,GR,115,(0 + logregprice) | store,US
1531,store56882.0,-0.6031726603396755,GR,115,(0 + logpriceindex) | store,US
1532,store56882.0,0.1019803167914499,GR,115,(0 + displayonly) | store,US
1533,store56882.0,0.0,GR,115,(0 + featuredisplay) | store,US
1534,store56882.0,-0.6140113845633056,GR,115,(0 + featureonly) | store,US
1535,store56882.0,-0.0027973392889327968,GR,115,(0 + logseason) | store,US
1536,store72536.0,0.26833773791966864,GR,115,(0 + logregprice) | store,US
1537,store72536.0,0.2652052973072482,GR,115,(0 + logpriceindex) | store,US
1538,store72536.0,0.0,GR,115,(0 + displayonly) | store,US
1539,store72536.0,0.0,GR,115,(0 + featuredisplay) | store,US
1540,store72536.0,0.0,GR,115,(0 + featureonly) | store,US
1541,store72536.0,-0.028411996819199543,GR,115,(0 + logseason) | store,US
1542,store46656.0,0.3795630951905135,GR,115,(0 + logregprice) | store,US
1543,store46656.0,0.030027336910314457,GR,115,(0 + logpriceindex) | store,US
1544,store46656.0,0.0,GR,115,(0 + displayonly) | store,US
1545,store46656.0,0.0,GR,115,(0 + featuredisplay) | store,US
1546,store46656.0,-0.1513312283500132,GR,115,(0 + featureonly) | store,US
1547,store46656.0,-0.0021243727982399154,GR,115,(0 + logseason) | store,US
1548,store46946.0,0.030029562804319124,GR,115,(0 + logregprice) | store,US
1549,store46946.0,-0.5021830674026742,GR,115,(0 + logpriceindex) | store,US
1550,store46946.0,-0.04190188871079894,GR,115,(0 + displayonly) | store,US
1551,store46946.0,0.0,GR,115,(0 + featuredisplay) | store,US
1552,store46946.0,-0.32900220642139616,GR,115,(0 + featureonly) | store,US
1553,store46946.0,0.1366495368554101,GR,115,(0 + logseason) | store,US
1554,store81454.0,0.0,GR,115,(0 + logregprice) | store,US
1555,store81454.0,0.48939346825722824,GR,115,(0 + logpriceindex) | store,US
1556,store81454.0,0.0,GR,115,(0 + displayonly) | store,US
1557,store81454.0,0.0,GR,115,(0 + featuredisplay) | store,US
1558,store81454.0,0.0,GR,115,(0 + featureonly) | store,US
1559,store81454.0,-0.05442984965412523,GR,115,(0 + logseason) | store,US
1560,store84654.0,-1.4912751683492589,GR,115,(0 + logregprice) | store,US
1561,store84654.0,-0.2367137905728296,GR,115,(0 + logpriceindex) | store,US
1562,store84654.0,0.0,GR,115,(0 + displayonly) | store,US
1563,store84654.0,0.0,GR,115,(0 + featuredisplay) | store,US
1564,store84654.0,0.376521191309489,GR,115,(0 + featureonly) | store,US
1565,store84654.0,0.0876159224430908,GR,115,(0 + logseason) | store,US
1566,store49383.0,1.3507776723726406,GR,115,(0 + logregprice) | store,US
1567,store49383.0,-0.002398094350141443,GR,115,(0 + logpriceindex) | store,US
1568,store49383.0,0.0,GR,115,(0 + displayonly) | store,US
1569,store49383.0,0.0,GR,115,(0 + featuredisplay) | store,US
1570,store49383.0,0.0,GR,115,(0 + featureonly) | store,US
1571,store49383.0,-0.09075497832651663,GR,115,(0 + logseason) | store,US
1572,store82545.0,0.0,GR,115,(0 + logregprice) | store,US
1573,store82545.0,0.0,GR,115,(0 + logpriceindex) | store,US
1574,store82545.0,0.0,GR,115,(0 + displayonly) | store,US
1575,store82545.0,0.0,GR,115,(0 + featuredisplay) | store,US
1576,store82545.0,0.0,GR,115,(0 + featureonly) | store,US
1577,store82545.0,0.0362980824623049,GR,115,(0 + logseason) | store,US
1578,store69451.0,0.02140284051247937,GR,115,(0 + logregprice) | store,US
1579,store69451.0,0.0,GR,115,(0 + logpriceindex) | store,US
1580,store69451.0,0.0,GR,115,(0 + displayonly) | store,US
1581,store69451.0,0.0,GR,115,(0 + featuredisplay) | store,US
1582,store69451.0,0.0,GR,115,(0 + featureonly) | store,US
1583,store69451.0,-0.019182607723267193,GR,115,(0 + logseason) | store,US
1584,store102040.0,-0.3882510465129652,GR,115,(0 + logregprice) | store,US
1585,store102040.0,0.23987766682539446,GR,115,(0 + logpriceindex) | store,US
1586,store102040.0,0.0,GR,115,(0 + displayonly) | store,US
1587,store102040.0,0.0,GR,115,(0 + featuredisplay) | store,US
1588,store102040.0,0.0,GR,115,(0 + featureonly) | store,US
1589,store102040.0,-0.09674332575199486,GR,115,(0 + logseason) | store,US
1590,store46358.0,1.5730386152704536,GR,115,(0 + logregprice) | store,US
1591,store46358.0,0.5659667418749154,GR,115,(0 + logpriceindex) | store,US
1592,store46358.0,0.0,GR,115,(0 + displayonly) | store,US
1593,store46358.0,0.0,GR,115,(0 + featuredisplay) | store,US
1594,store46358.0,0.309221730654783,GR,115,(0 + featureonly) | store,US
1595,store46358.0,-0.12450278004032013,GR,115,(0 + logseason) | store,US
1596,store88440.0,-0.828489498656584,GR,115,(0 + logregprice) | store,US
1597,store88440.0,-0.25709728768764106,GR,115,(0 + logpriceindex) | store,US
1598,store88440.0,0.0,GR,115,(0 + displayonly) | store,US
1599,store88440.0,0.0,GR,115,(0 + featuredisplay) | store,US
1600,store88440.0,0.0,GR,115,(0 + featureonly) | store,US
1601,store88440.0,-0.06026035245459616,GR,115,(0 + logseason) | store,US
1602,store88471.0,0.0,GR,115,(0 + logregprice) | store,US
1603,store88471.0,0.5968011653466349,GR,115,(0 + logpriceindex) | store,US
1604,store88471.0,0.0,GR,115,(0 + displayonly) | store,US
1605,store88471.0,0.0,GR,115,(0 + featuredisplay) | store,US
1606,store88471.0,0.0,GR,115,(0 + featureonly) | store,US
1607,store88471.0,0.10515698594185993,GR,115,(0 + logseason) | store,US
1608,store42679.0,0.28523610554252726,GR,115,(0 + logregprice) | store,US
1609,store42679.0,0.25473530242338094,GR,115,(0 + logpriceindex) | store,US
1610,store42679.0,0.0,GR,115,(0 + displayonly) | store,US
1611,store42679.0,0.0,GR,115,(0 + featuredisplay) | store,US
1612,store42679.0,0.0,GR,115,(0 + featureonly) | store,US
1613,store42679.0,-0.04746776639025537,GR,115,(0 + logseason) | store,US
1614,store57527.0,-0.5979859467256728,GR,115,(0 + logregprice) | store,US
1615,store57527.0,-0.028784655570133138,GR,115,(0 + logpriceindex) | store,US
1616,store57527.0,-0.038714984759137656,GR,115,(0 + displayonly) | store,US
1617,store57527.0,0.0,GR,115,(0 + featuredisplay) | store,US
1618,store57527.0,-0.28700455226856675,GR,115,(0 + featureonly) | store,US
1619,store57527.0,0.031506351574258865,GR,115,(0 + logseason) | store,US
1620,store102053.0,0.0,GR,115,(0 + logregprice) | store,US
1621,store102053.0,0.0,GR,115,(0 + logpriceindex) | store,US
1622,store102053.0,0.0,GR,115,(0 + displayonly) | store,US
1623,store102053.0,0.0,GR,115,(0 + featuredisplay) | store,US
1624,store102053.0,0.0,GR,115,(0 + featureonly) | store,US
1625,store102053.0,-0.0002260350438505162,GR,115,(0 + logseason) | store,US
1626,store49307.0,0.7001767029421082,GR,115,(0 + logregprice) | store,US
1627,store49307.0,0.0,GR,115,(0 + logpriceindex) | store,US
1628,store49307.0,0.0,GR,115,(0 + displayonly) | store,US
1629,store49307.0,0.0,GR,115,(0 + featuredisplay) | store,US
1630,store49307.0,0.0,GR,115,(0 + featureonly) | store,US
1631,store49307.0,0.07313834244406771,GR,115,(0 + logseason) | store,US
1632,store102025.0,1.39493444830116,GR,115,(0 + logregprice) | store,US
1633,store102025.0,-0.11080466445430262,GR,115,(0 + logpriceindex) | store,US
1634,store102025.0,0.0,GR,115,(0 + displayonly) | store,US
1635,store102025.0,0.0,GR,115,(0 + featuredisplay) | store,US
1636,store102025.0,0.0,GR,115,(0 + featureonly) | store,US
1637,store102025.0,-0.030983034605974107,GR,115,(0 + logseason) | store,US
1638,store69449.0,0.27762488772630317,GR,115,(0 + logregprice) | store,US
1639,store69449.0,-0.6753373858428379,GR,115,(0 + logpriceindex) | store,US
1640,store69449.0,0.0,GR,115,(0 + displayonly) | store,US
1641,store69449.0,0.0,GR,115,(0 + featuredisplay) | store,US
1642,store69449.0,0.024628475554741486,GR,115,(0 + featureonly) | store,US
1643,store69449.0,0.026079551549793408,GR,115,(0 + logseason) | store,US
1644,store48134.0,-1.2536690234075982,GR,115,(0 + logregprice) | store,US
1645,store48134.0,-1.6867160930122185,GR,115,(0 + logpriceindex) | store,US
1646,store48134.0,0.0,GR,115,(0 + displayonly) | store,US
1647,store48134.0,0.0,GR,115,(0 + featuredisplay) | store,US
1648,store48134.0,-0.017016175742108185,GR,115,(0 + featureonly) | store,US
1649,store48134.0,-0.048512722193726744,GR,115,(0 + logseason) | store,US
1650,store61198.0,1.06789373528251,GR,115,(0 + logregprice) | store,US
1651,store61198.0,-0.4221656708286445,GR,115,(0 + logpriceindex) | store,US
1652,store61198.0,-0.02436608083257,GR,115,(0 + displayonly) | store,US
1653,store61198.0,0.0,GR,115,(0 + featuredisplay) | store,US
1654,store61198.0,0.0,GR,115,(0 + featureonly) | store,US
1655,store61198.0,-0.08303242392740295,GR,115,(0 + logseason) | store,US
1656,store84602.0,0.0,GR,115,(0 + logregprice) | store,US
1657,store84602.0,-1.046885349187402,GR,115,(0 + logpriceindex) | store,US
1658,store84602.0,0.0,GR,115,(0 + displayonly) | store,US
1659,store84602.0,0.0,GR,115,(0 + featuredisplay) | store,US
1660,store84602.0,0.17494009713646858,GR,115,(0 + featureonly) | store,US
1661,store84602.0,0.026516013334818126,GR,115,(0 + logseason) | store,US
1662,store47239.0,-0.32208117260841546,GR,115,(0 + logregprice) | store,US
1663,store47239.0,-0.20677166169054606,GR,115,(0 + logpriceindex) | store,US
1664,store47239.0,-0.0032095219407306135,GR,115,(0 + displayonly) | store,US
1665,store47239.0,0.0,GR,115,(0 + featuredisplay) | store,US
1666,store47239.0,-0.05934412333396483,GR,115,(0 + featureonly) | store,US
1667,store47239.0,0.03354348093380044,GR,115,(0 + logseason) | store,US
1668,store57678.0,0.3963935507077738,GR,115,(0 + logregprice) | store,US
1669,store57678.0,0.0,GR,115,(0 + logpriceindex) | store,US
1670,store57678.0,0.0,GR,115,(0 + displayonly) | store,US
1671,store57678.0,0.0,GR,115,(0 + featuredisplay) | store,US
1672,store57678.0,0.0,GR,115,(0 + featureonly) | store,US
1673,store57678.0,-0.024221823058019197,GR,115,(0 + logseason) | store,US
1674,store32304.0,0.527297352705155,GR,115,(0 + logregprice) | store,US
1675,store32304.0,0.9973372841310345,GR,115,(0 + logpriceindex) | store,US
1676,store32304.0,0.0,GR,115,(0 + displayonly) | store,US
1677,store32304.0,0.0,GR,115,(0 + featuredisplay) | store,US
1678,store32304.0,0.0,GR,115,(0 + featureonly) | store,US
1679,store32304.0,-0.022184900901981126,GR,115,(0 + logseason) | store,US
1680,store47268.0,-0.3134538804886637,GR,115,(0 + logregprice) | store,US
1681,store47268.0,-1.3367420380693347,GR,115,(0 + logpriceindex) | store,US
1682,store47268.0,0.06178035132324623,GR,115,(0 + displayonly) | store,US
1683,store47268.0,0.0,GR,115,(0 + featuredisplay) | store,US
1684,store47268.0,0.028557112971176326,GR,115,(0 + featureonly) | store,US
1685,store47268.0,-0.06435799714173497,GR,115,(0 + logseason) | store,US
1686,store61142.0,-0.21328015223925764,GR,115,(0 + logregprice) | store,US
1687,store61142.0,0.40952071074041874,GR,115,(0 + logpriceindex) | store,US
1688,store61142.0,0.0,GR,115,(0 + displayonly) | store,US
1689,store61142.0,0.0,GR,115,(0 + featuredisplay) | store,US
1690,store61142.0,-0.38284945425569683,GR,115,(0 + featureonly) | store,US
1691,store61142.0,0.02865921852992067,GR,115,(0 + logseason) | store,US
1692,store46080.0,0.7091985195557177,GR,115,(0 + logregprice) | store,US
1693,store46080.0,-0.15772927252460586,GR,115,(0 + logpriceindex) | store,US
1694,store46080.0,0.0,GR,115,(0 + displayonly) | store,US
1695,store46080.0,0.0,GR,115,(0 + featuredisplay) | store,US
1696,store46080.0,0.11676554347400075,GR,115,(0 + featureonly) | store,US
1697,store46080.0,0.07843758027852214,GR,115,(0 + logseason) | store,US
1698,store47179.0,0.5952966506913432,GR,115,(0 + logregprice) | store,US
1699,store47179.0,-0.4413652652016933,GR,115,(0 + logpriceindex) | store,US
1700,store47179.0,0.03601035250903877,GR,115,(0 + displayonly) | store,US
1701,store47179.0,0.0,GR,115,(0 + featuredisplay) | store,US
1702,store47179.0,-0.13172105315676372,GR,115,(0 + featureonly) | store,US
1703,store47179.0,-0.06273272136438156,GR,115,(0 + logseason) | store,US
1704,store82294.0,-0.2917156006047543,GR,115,(0 + logregprice) | store,US
1705,store82294.0,0.7594541905564675,GR,115,(0 + logpriceindex) | store,US
1706,store82294.0,0.0,GR,115,(0 + displayonly) | store,US
1707,store82294.0,0.0,GR,115,(0 + featuredisplay) | store,US
1708,store82294.0,-0.3194053830643749,GR,115,(0 + featureonly) | store,US
1709,store82294.0,-0.020550180188950985,GR,115,(0 + logseason) | store,US
1710,store89883.0,0.0,GR,115,(0 + logregprice) | store,US
1711,store89883.0,-0.2640481034556806,GR,115,(0 + logpriceindex) | store,US
1712,store89883.0,0.0,GR,115,(0 + displayonly) | store,US
1713,store89883.0,0.0,GR,115,(0 + featuredisplay) | store,US
1714,store89883.0,0.0,GR,115,(0 + featureonly) | store,US
1715,store89883.0,0.029311725199358252,GR,115,(0 + logseason) | store,US
1716,store128004.0,0.0,GR,115,(0 + logregprice) | store,US
1717,store128004.0,0.2130424281956609,GR,115,(0 + logpriceindex) | store,US
1718,store128004.0,0.0,GR,115,(0 + displayonly) | store,US
1719,store128004.0,0.0,GR,115,(0 + featuredisplay) | store,US
1720,store128004.0,-0.10123205376811226,GR,115,(0 + featureonly) | store,US
1721,store128004.0,-0.021753217187536637,GR,115,(0 + logseason) | store,US
1722,store72552.0,0.6077839002867748,GR,115,(0 + logregprice) | store,US
1723,store72552.0,0.021892448773969994,GR,115,(0 + logpriceindex) | store,US
1724,store72552.0,0.0,GR,115,(0 + displayonly) | store,US
1725,store72552.0,0.0,GR,115,(0 + featuredisplay) | store,US
1726,store72552.0,0.0,GR,115,(0 + featureonly) | store,US
1727,store72552.0,-0.08597636279339388,GR,115,(0 + logseason) | store,US
1728,store46630.0,0.4068267804492838,GR,115,(0 + logregprice) | store,US
1729,store46630.0,0.022715200414832975,GR,115,(0 + logpriceindex) | store,US
1730,store46630.0,0.011899567252365063,GR,115,(0 + displayonly) | store,US
1731,store46630.0,0.0,GR,115,(0 + featuredisplay) | store,US
1732,store46630.0,-0.148951253476565,GR,115,(0 + featureonly) | store,US
1733,store46630.0,-0.10107936520040794,GR,115,(0 + logseason) | store,US
1734,store40294.0,-0.9037800620454606,GR,115,(0 + logregprice) | store,US
1735,store40294.0,0.9402755214374408,GR,115,(0 + logpriceindex) | store,US
1736,store40294.0,0.0,GR,115,(0 + displayonly) | store,US
1737,store40294.0,0.0,GR,115,(0 + featuredisplay) | store,US
1738,store40294.0,0.0,GR,115,(0 + featureonly) | store,US
1739,store40294.0,0.007447103835009598,GR,115,(0 + logseason) | store,US
1740,store46123.0,-0.6826300130694855,GR,115,(0 + logregprice) | store,US
1741,store46123.0,0.3871027769186559,GR,115,(0 + logpriceindex) | store,US
1742,store46123.0,0.02332814894877207,GR,115,(0 + displayonly) | store,US
1743,store46123.0,0.0,GR,115,(0 + featuredisplay) | store,US
1744,store46123.0,-0.1470608947633931,GR,115,(0 + featureonly) | store,US
1745,store46123.0,0.03246732037159946,GR,115,(0 + logseason) | store,US
1746,store46077.0,0.24932779454378803,GR,115,(0 + logregprice) | store,US
1747,store46077.0,0.4960531597964281,GR,115,(0 + logpriceindex) | store,US
1748,store46077.0,0.0,GR,115,(0 + displayonly) | store,US
1749,store46077.0,0.0,GR,115,(0 + featuredisplay) | store,US
1750,store46077.0,-0.10795371724688542,GR,115,(0 + featureonly) | store,US
1751,store46077.0,-0.13256316011951777,GR,115,(0 + logseason) | store,US
1752,store40198.0,-0.9851397281995266,GR,115,(0 + logregprice) | store,US
1753,store40198.0,-0.7638811791810023,GR,115,(0 + logpriceindex) | store,US
1754,store40198.0,0.048451538550707454,GR,115,(0 + displayonly) | store,US
1755,store40198.0,0.0,GR,115,(0 + featuredisplay) | store,US
1756,store40198.0,0.0,GR,115,(0 + featureonly) | store,US
1757,store40198.0,0.026369329446217903,GR,115,(0 + logseason) | store,US
1758,store98403.0,0.54628861373703,GR,115,(0 + logregprice) | store,US
1759,store98403.0,-0.32514924466497797,GR,115,(0 + logpriceindex) | store,US
1760,store98403.0,-0.03578448236882104,GR,115,(0 + displayonly) | store,US
1761,store98403.0,0.0,GR,115,(0 + featuredisplay) | store,US
1762,store98403.0,0.0,GR,115,(0 + featureonly) | store,US
1763,store98403.0,-0.003009532555878898,GR,115,(0 + logseason) | store,US
1764,store128012.0,0.253202480873774,GR,115,(0 + logregprice) | store,US
1765,store128012.0,-1.155738781006515,GR,115,(0 + logpriceindex) | store,US
1766,store128012.0,0.0,GR,115,(0 + displayonly) | store,US
1767,store128012.0,0.0,GR,115,(0 + featuredisplay) | store,US
1768,store128012.0,0.1825985991348704,GR,115,(0 + featureonly) | store,US
1769,store128012.0,0.08216227530770229,GR,115,(0 + logseason) | store,US
1770,store49364.0,0.9245084971069942,GR,115,(0 + logregprice) | store,US
1771,store49364.0,0.0,GR,115,(0 + logpriceindex) | store,US
1772,store49364.0,0.0,GR,115,(0 + displayonly) | store,US
1773,store49364.0,0.0,GR,115,(0 + featuredisplay) | store,US
1774,store49364.0,0.0,GR,115,(0 + featureonly) | store,US
1775,store49364.0,-0.17714325715024884,GR,115,(0 + logseason) | store,US
1776,store49416.0,0.1235904568558125,GR,115,(0 + logregprice) | store,US
1777,store49416.0,0.0,GR,115,(0 + logpriceindex) | store,US
1778,store49416.0,0.0,GR,115,(0 + displayonly) | store,US
1779,store49416.0,0.0,GR,115,(0 + featuredisplay) | store,US
1780,store49416.0,0.0,GR,115,(0 + featureonly) | store,US
1781,store49416.0,-0.05065043020082111,GR,115,(0 + logseason) | store,US
1782,store100903.0,0.0,GR,115,(0 + logregprice) | store,US
1783,store100903.0,0.0,GR,115,(0 + logpriceindex) | store,US
1784,store100903.0,0.0,GR,115,(0 + displayonly) | store,US
1785,store100903.0,0.0,GR,115,(0 + featuredisplay) | store,US
1786,store100903.0,0.0,GR,115,(0 + featureonly) | store,US
1787,store100903.0,-0.0011842496964258888,GR,115,(0 + logseason) | store,US
1788,store82218.0,-0.007381271381972927,GR,115,(0 + logregprice) | store,US
1789,store82218.0,-0.651740271311262,GR,115,(0 + logpriceindex) | store,US
1790,store82218.0,0.0,GR,115,(0 + displayonly) | store,US
1791,store82218.0,0.0,GR,115,(0 + featuredisplay) | store,US
